Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,WABASH,169,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,30,88.8
CENSUS,2017,YEAR,,COUNTY,INDIANA,18,NORTHEAST,30,LAGRANGE,87,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,235,88.8
CENSUS,2017,YEAR,,COUNTY,INDIANA,18,NORTHEAST,30,NOBLE,113,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,INDIANA,18,NORTHWEST,10,PORTER,127,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,INDIANA,18,SOUTH CENTRAL,80,HARRISON,61,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,INDIANA,18,SOUTH CENTRAL,80,LAWRENCE,93,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,60,88.8
CENSUS,2017,YEAR,,COUNTY,INDIANA,18,SOUTHWEST,70,DAVIESS,27,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,INDIANA,18,WEST CENTRAL,40,VIGO,167,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,CENTRAL,50,BOONE,15,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,107,(H)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O BRIEN,141,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,SOUTHEAST,90,DAVIS,51,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,SOUTHEAST,90,HENRY,87,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,SOUTHEAST,90,JEFFERSON,101,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,SOUTHEAST,90,WASHINGTON,183,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,AUDUBON,9,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,GREENE,73,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,IDA,93,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,270,(H)
CENSUS,2017,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,SHELBY,165,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,CENTRAL,50,BARTON,9,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,CENTRAL,50,MARION,115,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,218,89.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,CENTRAL,50,MCPHERSON,113,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,EAST CENTRAL,80,WABAUNSEE,197,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,NORTH CENTRAL,40,JEWELL,89,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,NORTH CENTRAL,40,OSBORNE,141,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,NORTH CENTRAL,40,PHILLIPS,147,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,NORTHEAST,70,JEFFERSON,87,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,315,89.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,NORTHWEST,10,CHEYENNE,23,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,NORTHWEST,10,RAWLINS,153,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTH CENTRAL,60,HARVEY,79,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,420,89.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTH CENTRAL,60,RENO,155,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,131,89.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTH CENTRAL,60,SUMNER,191,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,COWLEY,35,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,GREENWOOD,73,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,LABETTE,99,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,210,89.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,NEOSHO,133,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,34,89.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,WILSON,205,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,WOODSON,207,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHWEST,30,HAMILTON,75,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHWEST,30,STEVENS,189,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,GOVE,63,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,375,89.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,TREGO,195,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,BOYLE,21,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,FLEMING,69,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,234,30.4
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,LINCOLN,137,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,69,30.4
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,MERCER,167,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,ALLEN,3,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,672,30.4
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,BRECKINRIDGE,27,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,44,30.4
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,CLINTON,53,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,HARDIN,93,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,MEADE,163,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,NELSON,179,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,382,30.4
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MAGOFFIN,153,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,9,30.4
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MORGAN,175,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WAYNE,231,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,CHRISTIAN,47,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,172,30.4
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,HENDERSON,101,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,LOGAN,141,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,133",30.4
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,MUHLENBERG,177,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,SIMPSON,213,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,309,30.4
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,TODD,219,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,542,30.4
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,NORTHERN,40,OLDHAM,185,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,PURCHASE,10,BALLARD,7,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,PURCHASE,10,CARLISLE,39,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,PURCHASE,10,TRIGG,221,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MAINE,23,CENTRAL,20,PENOBSCOT,19,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MAINE,23,CENTRAL,20,PISCATAQUIS,21,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,12,18.8
CENSUS,2017,YEAR,,COUNTY,MAINE,23,CENTRAL,20,WALDO,27,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,3,18.8
CENSUS,2017,YEAR,,COUNTY,MAINE,23,NORTH,10,AROOSTOOK,3,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"14,979",18.8
CENSUS,2017,YEAR,,COUNTY,MAINE,23,SOUTH,30,KENNEBEC,11,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,DORCHESTER,19,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,530,16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,SOMERSET,39,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,998,16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WICOMICO,45,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,310,16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WORCESTER,47,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,362,16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,BALTIMORE,5,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,814,16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,CARROLL,13,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,260",16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,FREDERICK,21,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,242",16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HARFORD,25,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,401",16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HOWARD,27,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,116,16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,WASHINGTON,43,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,309",16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,SOUTHERN,80,ANNE ARUNDEL,3,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,SOUTHERN,80,CALVERT,9,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,45,16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,SOUTHERN,80,CHARLES,17,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,376,16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,SOUTHERN,80,PRINCE GEORGES,33,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,SOUTHERN,80,ST MARYS,37,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,451,16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,CAROLINE,11,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"4,059",16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,CECIL,15,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,796",16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,KENT,29,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,380",16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,QUEEN ANNES,35,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,523",16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,TALBOT,41,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,165",16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,WESTERN,10,ALLEGANY,1,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,450,16
CENSUS,2017,YEAR,,COUNTY,MARYLAND,24,WESTERN,10,GARRETT,23,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,106,16
CENSUS,2017,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,28,64.5
CENSUS,2017,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,CENTRAL,50,CLARE,35,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,74,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,CENTRAL,50,GLADWIN,51,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,CENTRAL,50,ISABELLA,73,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,253,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,CENTRAL,50,MECOSTA,107,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,CENTRAL,50,OSCEOLA,133,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,EAST CENTRAL,60,ARENAC,11,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,EAST CENTRAL,60,BAY,17,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,EAST CENTRAL,60,HURON,63,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,166,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,EAST CENTRAL,60,SANILAC,151,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,EAST CENTRAL,60,TUSCOLA,157,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,25,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,NORTHEAST,30,ALCONA,1,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,NORTHEAST,30,ALPENA,7,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,176,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,NORTHEAST,30,CHEBOYGAN,31,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,144,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,NORTHEAST,30,IOSCO,69,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,NORTHEAST,30,OGEMAW,129,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,NORTHEAST,30,OSCODA,135,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,70,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,NORTHEAST,30,PRESQUE ISLE,141,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,73,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,NORTHWEST,20,CHARLEVOIX,29,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,118,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,NORTHWEST,20,EMMET,47,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,60,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,NORTHWEST,20,GRAND TRAVERSE,55,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,767,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,NORTHWEST,20,KALKASKA,79,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,BARRY,15,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,CALHOUN,25,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,CLINTON,37,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,24,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,EATON,45,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,40,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,HILLSDALE,59,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,IONIA,67,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,JACKSON,75,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,45,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,SHIAWASSEE,155,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,ST JOSEPH,149,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,34,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,SOUTHEAST,90,GENESEE,49,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,14,20.4
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,SOUTHEAST,90,LAPEER,87,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,SOUTHEAST,90,LENAWEE,91,,,0,,BARLEY,BARLEY - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
